rank	node	node_type	visit_count	visit_prob	degree	gat_hub_score	prad_annotation
14224	ZNF17	gene	16787	9.34e-06	4	0.00047938	
14225	TGIF2-RAB5IF	gene	16787	9.34e-06	5	0.00045641	
14226	TMEM31	gene	16787	9.34e-06	6	0.00047758	
14227	MRGPRX1	gene	16786	9.34e-06	1	0.00041487	
14228	NUDT15	gene	16786	9.34e-06	3	0.00041254	
14229	CYP4A22	gene	16786	9.34e-06	3	0.00059998	
14230	MGST2	gene	16786	9.34e-06	4	0.00080418	
14231	DEGS1	gene	16785	9.34e-06	4	0.00112962	
14232	IFNE	gene	16785	9.34e-06	3	0.00125457	
14233	LGALSL	gene	16785	9.34e-06	4	0.00072345	
14234	KRTAP12-1	gene	16785	9.34e-06	3	0.00146733	
14235	ANKRD13C	gene	16784	9.33e-06	4	0.00083521	
14236	FUOM	gene	16784	9.33e-06	4	0.00068728	
14237	KLK1	gene	16784	9.33e-06	4	0.00109976	
14238	HOXB1	gene	16783	9.33e-06	5	0.00107176	
14239	KLK6	gene	16783	9.33e-06	4	0.00060984	
14240	SCT	gene	16783	9.33e-06	1	0.00041488	
14241	KCNV2	gene	16783	9.33e-06	4	0.00032857	
14242	RCVRN	gene	16783	9.33e-06	5	0.00061401	
14243	SEC31B	gene	16783	9.33e-06	4	0.00044533	
14244	MAL	gene	16783	9.33e-06	3	0.00139114	
14245	CD5L	gene	16782	9.33e-06	2	0.00152258	
14246	DLEC1	gene	16782	9.33e-06	3	0.00036195	
14247	ENSP00000492798	gene	16782	9.33e-06	1	0.00549247	
14248	RITA1	gene	16781	9.33e-06	4	0.00060313	
14249	MAGEE2	gene	16781	9.33e-06	4	0.00111359	
14250	KANK4	gene	16781	9.33e-06	4	0.00041298	
14251	LCN9	gene	16781	9.33e-06	3	0.00225921	
14252	SFTPD	gene	16781	9.33e-06	3	0.00175197	
14253	CADM4	gene	16781	9.33e-06	3	0.00093836	
14254	SMIM22	gene	16781	9.33e-06	4	0.00040685	
14255	VEGFD	gene	16780	9.33e-06	5	0.00070429	
14256	PLA2G2E	gene	16780	9.33e-06	2	0.00285715	
14257	EGFL8	gene	16780	9.33e-06	3	0.00036378	
14258	SLITRK3	gene	16780	9.33e-06	3	0.0003674	
14259	MPLKIP	gene	16779	9.33e-06	5	0.00044728	
14260	CTAGE8	gene	16779	9.33e-06	3	0.00035642	
14261	GPR107	gene	16779	9.33e-06	6	0.00044771	
14262	PNPO	gene	16779	9.33e-06	4	0.00059949	
14263	ARMCX2	gene	16779	9.33e-06	4	0.00070117	
14264	NHLRC1	gene	16779	9.33e-06	4	0.00052797	
14265	SCUBE1	gene	16779	9.33e-06	3	0.0004972	
14266	ENTPD1	gene	16779	9.33e-06	6	0.0004469	
14267	TPSB2	gene	16778	9.33e-06	3	0.00134579	
14268	MTRNR2L12	gene	16778	9.33e-06	1	0.00041488	
14269	SCFD2	gene	16778	9.33e-06	4	0.00063964	
14270	KHNYN	gene	16777	9.33e-06	3	0.00035637	
14271	CASP4	gene	16777	9.33e-06	5	0.00047895	
14272	NAPRT	gene	16777	9.33e-06	5	0.00057394	
14273	F11	gene	16777	9.33e-06	3	0.00079266	
14274	FXYD6	gene	16777	9.33e-06	3	0.00083883	
14275	AQP8	gene	16777	9.33e-06	3	0.00152316	
14276	RCN3	gene	16777	9.33e-06	4	0.00083752	
14277	CNBD2	gene	16776	9.33e-06	4	0.00102956	
14278	C12orf45	gene	16776	9.33e-06	3	0.00077398	
14279	ZCWPW1	gene	16776	9.33e-06	4	0.00048225	
14280	LMX1A	gene	16776	9.33e-06	2	0.00101898	
14281	NPM2	gene	16775	9.33e-06	4	0.00063811	
14282	USP29	gene	16774	9.33e-06	4	0.00049571	
14283	ZCWPW2	gene	16773	9.33e-06	4	0.00057574	
14284	AKAP4	gene	16773	9.33e-06	3	0.00281185	
14285	COL27A1	gene	16773	9.33e-06	2	0.00188385	
14286	MAP3K12	gene	16773	9.33e-06	4	0.00076597	
14287	CYP2C19	gene	16773	9.33e-06	3	0.00333949	
14288	CYP27A1	gene	16773	9.33e-06	4	0.00046386	
14289	ADH4	gene	16772	9.33e-06	4	0.00129387	
14290	TEKT1	gene	16772	9.33e-06	5	0.00074212	
14291	FOXJ1	gene	16771	9.33e-06	3	0.00072378	
14292	NRM	gene	16771	9.33e-06	5	0.00060324	
14293	C2orf73	gene	16770	9.33e-06	5	0.00071488	
14294	METTL6	gene	16770	9.33e-06	3	0.00095434	
14295	BIVM-ERCC5	gene	16770	9.33e-06	4	0.00047407	
14296	KRTAP6-1	gene	16769	9.33e-06	3	0.00036649	
14297	SLITRK2	gene	16768	9.33e-06	5	0.00072277	
14298	EXPH5	gene	16768	9.33e-06	4	0.00056364	
14299	SEC14L4	gene	16768	9.33e-06	2	0.0014049	
14300	SLC31A2	gene	16768	9.33e-06	6	0.00060126	
14301	RFLNB	gene	16767	9.33e-06	3	0.00069729	
14302	PXDC1	gene	16766	9.32e-06	4	0.00099422	
14303	IFI27L2	gene	16765	9.32e-06	2	0.0018444	
14304	FXYD6-FXYD2	gene	16765	9.32e-06	4	0.00088723	
14305	ETV7	gene	16765	9.32e-06	4	0.00049243	
14306	EBF4	gene	16765	9.32e-06	3	0.00067493	
14307	NLN	gene	16765	9.32e-06	4	0.00100303	
14308	SLC25A16	gene	16765	9.32e-06	5	0.00044663	
14309	LY75-CD302	gene	16764	9.32e-06	2	0.00099434	
14310	CCDC85A	gene	16764	9.32e-06	4	0.00145316	
14311	LNP1	gene	16764	9.32e-06	4	0.00092771	
14312	FAM214B	gene	16764	9.32e-06	3	0.00082888	
14313	GALR1	gene	16764	9.32e-06	2	0.00039684	
14314	CD99L2	gene	16763	9.32e-06	5	0.00075803	
14315	PCDHA9	gene	16763	9.32e-06	5	0.00092437	
14316	HDC	gene	16763	9.32e-06	5	0.00075327	
14317	SAYSD1	gene	16762	9.32e-06	5	0.00041484	
14318	OVOL1	gene	16761	9.32e-06	2	0.00044895	
14319	MTRNR2L1	gene	16761	9.32e-06	4	0.00048172	
14320	PCDH11X	gene	16761	9.32e-06	3	0.00049254	
14321	TEDC1	gene	16760	9.32e-06	5	0.00046922	
14322	ERI3	gene	16760	9.32e-06	4	0.00091811	
14323	SYT7	gene	16760	9.32e-06	4	0.00035581	
14324	ACY3	gene	16759	9.32e-06	3	0.00091204	
14325	RXFP3	gene	16759	9.32e-06	2	0.00060465	
14326	ZNF20	gene	16759	9.32e-06	1	0.00146202	
14327	DSPP	gene	16758	9.32e-06	3	0.00034012	
14328	BCL2L2-PABPN1	gene	16758	9.32e-06	5	0.00112403	
14329	FBXO34	gene	16758	9.32e-06	2	0.00083058	
14330	DOC2B	gene	16758	9.32e-06	3	0.00334197	
14331	CYSRT1	gene	16758	9.32e-06	4	0.00058795	
14332	LAPTM4A	gene	16758	9.32e-06	3	0.00126723	
14333	ZBTB4	gene	16758	9.32e-06	3	0.00037104	
14334	Ribociclib	drug	16757	9.32e-06	2	0.00138543	
14335	CCDC142	gene	16757	9.32e-06	5	0.00097397	
14336	CARD14	gene	16757	9.32e-06	4	0.00157642	
14337	SELENOV	gene	16757	9.32e-06	4	0.00037269	
14338	C11orf87	gene	16757	9.32e-06	4	0.00159783	
14339	Fluorouracil	drug	16756	9.32e-06	3	0.00079468	
14340	SNX22	gene	16756	9.32e-06	2	0.00128092	
14341	BTBD10	gene	16756	9.32e-06	4	0.00107476	
14342	CCL15	gene	16754	9.32e-06	1	0.00041488	
14343	GPR158	gene	16754	9.32e-06	2	0.0007294	
14344	G2E3	gene	16754	9.32e-06	4	0.00071094	
14345	RUFY4	gene	16754	9.32e-06	5	0.00041508	
14346	NALCN	gene	16753	9.32e-06	4	0.00075227	
14347	DISP3	gene	16753	9.32e-06	1	0.00518181	
14348	MEIOC	gene	16753	9.32e-06	4	0.00104345	
14349	THEM5	gene	16752	9.32e-06	4	0.00061752	
14350	CNDP1	gene	16752	9.32e-06	4	0.00132881	
14351	PEX11B	gene	16752	9.32e-06	4	0.0005871	
14352	M0QX08_HUMAN	gene	16751	9.32e-06	5	0.0005229	
14353	IP6K1	gene	16751	9.32e-06	5	0.0005161	
14354	THAP8	gene	16751	9.32e-06	4	0.0007209	
14355	RADX	gene	16751	9.32e-06	4	0.00038873	
14356	SPATA32	gene	16750	9.32e-06	2	0.00163463	
14357	CLEC18A	gene	16750	9.32e-06	3	0.00054594	
14358	MLC1	gene	16750	9.32e-06	5	0.00066012	
14359	STRA6	gene	16750	9.32e-06	5	0.00061951	
14360	Ceritinib	drug	16750	9.32e-06	1	0.00181681	
14361	SULT2B1	gene	16750	9.32e-06	3	0.00100814	
14362	ZNF777	gene	16749	9.32e-06	5	0.00044939	
14363	RNF144B	gene	16749	9.32e-06	3	0.00106419	
14364	PDE6C	gene	16749	9.32e-06	3	0.00151555	
14365	ARX	gene	16749	9.32e-06	5	0.00054709	
14366	TAS2R19	gene	16749	9.32e-06	5	0.00057496	
14367	PTH2	gene	16748	9.31e-06	1	0.00041488	
14368	CCL16	gene	16748	9.31e-06	5	0.00077438	
14369	AGTPBP1	gene	16747	9.31e-06	5	0.00036536	
14370	ZNF286A	gene	16747	9.31e-06	4	0.00051683	
14371	DUSP2	gene	16747	9.31e-06	2	0.00278744	
14372	BRINP2	gene	16747	9.31e-06	3	0.00045256	
14373	EPG5	gene	16747	9.31e-06	4	0.00046057	
14374	B4GALNT1	gene	16746	9.31e-06	4	0.00102195	
14375	K7ERQ8_HUMAN	gene	16746	9.31e-06	4	0.00077482	
14376	SLC7A7	gene	16746	9.31e-06	4	0.00055927	
14377	ATAT1	gene	16746	9.31e-06	3	0.00058833	
14378	GPR182	gene	16745	9.31e-06	2	0.00060468	
14379	Lorlatinib	drug	16745	9.31e-06	1	0.00181698	
14380	POU6F1	gene	16745	9.31e-06	2	0.00033541	
14381	GLYATL2	gene	16745	9.31e-06	3	0.0007472	
14382	KCNV1	gene	16745	9.31e-06	4	0.00032857	
14383	ADCY3	gene	16744	9.31e-06	4	0.00075431	
14384	TAC4	gene	16744	9.31e-06	1	0.00278463	
14385	RBMXL3	gene	16744	9.31e-06	5	0.00061605	
14386	PIGF	gene	16744	9.31e-06	4	0.00060054	
14387	SLPI	gene	16744	9.31e-06	4	0.00046264	
14388	CFC1B	gene	16743	9.31e-06	2	0.00033699	
14389	DCTPP1	gene	16743	9.31e-06	4	0.00049838	
14390	NBPF9	gene	16743	9.31e-06	3	0.00035228	
14391	KIAA0408	gene	16743	9.31e-06	3	0.00071826	
14392	HAND1	gene	16743	9.31e-06	3	0.00154358	
14393	GALNT8	gene	16743	9.31e-06	3	0.00050374	
14394	AOPEP	gene	16743	9.31e-06	5	0.00060311	
14395	IP6K3	gene	16742	9.31e-06	5	0.00049726	
14396	Entrectinib	drug	16742	9.31e-06	1	0.00181715	
14397	OTOG	gene	16742	9.31e-06	4	0.00033567	
14398	SPINK7	gene	16742	9.31e-06	4	0.00062578	
14399	PSD	gene	16742	9.31e-06	3	0.00101807	
14400	ZNF625	gene	16742	9.31e-06	1	0.00146202	
14401	AVL9	gene	16742	9.31e-06	3	0.00068849	
14402	ALK Inhibitor TAE684	drug	16740	9.31e-06	1	0.00181733	
14403	PPBP	gene	16740	9.31e-06	2	0.00111622	
14404	MAN2B1	gene	16740	9.31e-06	4	0.0004938	
14405	SLC13A1	gene	16740	9.31e-06	4	0.00077805	
14406	DNHD1	gene	16739	9.31e-06	4	0.000534	
14407	SKOR1	gene	16739	9.31e-06	3	0.00065148	
14408	TYW1B	gene	16739	9.31e-06	4	0.00172071	
14409	GON7	gene	16739	9.31e-06	4	0.00170903	
14410	FERD3L	gene	16739	9.31e-06	4	0.00068744	
14411	HPS4	gene	16739	9.31e-06	4	0.00050667	
14412	PTGIS	gene	16738	9.31e-06	3	0.00158115	
14413	PLPP3	gene	16738	9.31e-06	4	0.00073616	
14414	CAPS	gene	16737	9.31e-06	2	0.00142258	
14415	NMRK2	gene	16737	9.31e-06	4	0.00042431	
14416	TBC1D9	gene	16737	9.31e-06	4	0.00044984	
14417	ARHGAP6	gene	16737	9.31e-06	3	0.0004661	
14418	NOTCH2NLB	gene	16737	9.31e-06	2	0.00033699	
14419	SOX8	gene	16737	9.31e-06	4	0.00077393	
14420	KHDC1	gene	16736	9.31e-06	5	0.00081548	
14421	CDPF1	gene	16736	9.31e-06	3	0.00118438	
14422	CDKL1	gene	16736	9.31e-06	4	0.00041111	
14423	TNNI1	gene	16736	9.31e-06	3	0.00064491	
14424	CABCOCO1	gene	16735	9.31e-06	4	0.00094163	
14425	FFAR4	gene	16735	9.31e-06	2	0.00060472	
14426	KCNS2	gene	16735	9.31e-06	4	0.00032857	
14427	USP17L1	gene	16734	9.31e-06	1	0.00210955	
14428	FPR3	gene	16734	9.31e-06	2	0.00138619	
14429	DNAH2	gene	16734	9.31e-06	4	0.00053397	
14430	HOXD11	gene	16734	9.31e-06	3	0.00100091	
14431	HNRNPCL3	gene	16733	9.31e-06	2	0.00062641	
14432	CYP26A1	gene	16733	9.31e-06	3	0.00153289	
14433	ADGRG6	gene	16733	9.31e-06	3	0.00043207	
14434	TEX37	gene	16733	9.31e-06	4	0.00065366	
14435	PKD2L2	gene	16733	9.31e-06	4	0.00092599	
14436	NMBR	gene	16733	9.31e-06	2	0.00163872	
14437	ETV5	gene	16733	9.31e-06	3	0.00138258	[PRAD target] ETS transcription factor; rare ETS fusion in PRAD; Drugs: MEK inhibitors (investigational)
14438	APLN	gene	16733	9.31e-06	2	0.00169359	
14439	C8orf74	gene	16732	9.31e-06	2	0.00080492	
14440	REN	gene	16731	9.31e-06	4	0.00043048	
14441	TRIM40	gene	16731	9.31e-06	3	0.00053324	
14442	MYO7B	gene	16731	9.31e-06	2	0.00128999	
14443	FAM92A	gene	16731	9.31e-06	4	0.00036546	
14444	EXTL1	gene	16730	9.3e-06	2	0.00304777	
14445	EDDM3B	gene	16730	9.3e-06	4	0.00125852	
14446	PTCHD1	gene	16730	9.3e-06	1	0.00518165	
14447	KCTD16	gene	16730	9.3e-06	3	0.00132405	
14448	CD300A	gene	16729	9.3e-06	3	0.00045191	
14449	IDO1	gene	16729	9.3e-06	2	0.00038507	
14450	C6orf52	gene	16729	9.3e-06	6	0.00036785	
14451	NLRP6	gene	16728	9.3e-06	4	0.00061026	
14452	RFPL2	gene	16728	9.3e-06	4	0.00059244	
14453	SSMEM1	gene	16728	9.3e-06	4	0.00069068	
14454	PCSK6	gene	16728	9.3e-06	3	0.00136199	
14455	CLCA2	gene	16728	9.3e-06	3	0.0004924	
14456	PRR4	gene	16727	9.3e-06	4	0.00054002	
14457	ORMDL1	gene	16726	9.3e-06	4	0.00058911	
14458	ZAR1L	gene	16726	9.3e-06	5	0.00092183	
14459	APCS	gene	16726	9.3e-06	3	0.00048629	
14460	ADH6	gene	16726	9.3e-06	3	0.00160282	
14461	GALK2	gene	16726	9.3e-06	4	0.0009149	
14462	SPATA25	gene	16726	9.3e-06	4	0.00041343	
14463	LY6G6F	gene	16726	9.3e-06	2	0.00066355	
14464	CMKLR1	gene	16725	9.3e-06	3	0.00177426	
14465	CERKL	gene	16725	9.3e-06	3	0.0006565	
14466	PRR20C	gene	16725	9.3e-06	4	0.0006535	
14467	POTEJ	gene	16725	9.3e-06	3	0.00046258	
14468	SH3BP1	gene	16724	9.3e-06	4	0.00040479	
14469	TMEM252	gene	16724	9.3e-06	2	0.00087226	
14470	KCNRG	gene	16724	9.3e-06	5	0.00034163	
14471	MLANA	gene	16724	9.3e-06	4	0.00110124	
14472	ERFE	gene	16724	9.3e-06	3	0.00092061	
14473	CDC42EP2	gene	16724	9.3e-06	3	0.00062798	
14474	AKAP14	gene	16723	9.3e-06	3	0.00039414	
14475	PLAGL2	gene	16722	9.3e-06	4	0.00061474	
14476	BTNL9	gene	16722	9.3e-06	3	0.00071063	
14477	ARHGEF39	gene	16722	9.3e-06	4	0.00087407	
14478	OR1M1	gene	16721	9.3e-06	5	0.00047601	
14479	C1orf194	gene	16721	9.3e-06	2	0.00114739	
14480	HORMAD1	gene	16721	9.3e-06	4	0.00056968	
14481	PDE1A	gene	16720	9.3e-06	3	0.00066398	
14482	AMZ1	gene	16720	9.3e-06	4	0.00037461	
14483	CLCF1	gene	16720	9.3e-06	3	0.00042928	
14484	TNFSF15	gene	16720	9.3e-06	4	0.00074934	
14485	ARL14EP	gene	16720	9.3e-06	5	0.00043921	
14486	ELOVL4	gene	16719	9.3e-06	3	0.00080296	
14487	OR5F1	gene	16719	9.3e-06	4	0.0008711	
14488	PDC	gene	16719	9.3e-06	1	0.00041487	
14489	ASB1	gene	16719	9.3e-06	5	0.00037408	
14490	OC90	gene	16719	9.3e-06	4	0.00056839	
14491	TTC24	gene	16719	9.3e-06	5	0.0005844	
14492	Talazoparib	drug	16718	9.3e-06	4	0.00036986	
14493	CLCN4	gene	16718	9.3e-06	3	0.00183689	
14494	KRT23	gene	16718	9.3e-06	5	0.00063487	
14495	FAM153B	gene	16718	9.3e-06	5	0.00041615	
14496	LRRC43	gene	16718	9.3e-06	4	0.00044597	
14497	PLPP5	gene	16718	9.3e-06	5	0.00062798	
14498	SULT2A1	gene	16718	9.3e-06	2	0.00213668	
14499	CASC4	gene	16718	9.3e-06	4	0.00037458	
14500	ZNF823	gene	16717	9.3e-06	2	0.0007768	
14501	NADK	gene	16717	9.3e-06	3	0.00052524	
14502	DNAH14	gene	16717	9.3e-06	5	0.00078059	
14503	FRA10AC1	gene	16717	9.3e-06	4	0.0006226	
14504	TWIST2	gene	16716	9.3e-06	4	0.00037814	
14505	VAT1L	gene	16716	9.3e-06	4	0.00079494	
14506	GAS2	gene	16716	9.3e-06	1	0.00078681	
14507	SPHKAP	gene	16716	9.3e-06	3	0.00110023	
14508	TCEAL5	gene	16716	9.3e-06	3	0.0003557	
14509	ADAMTS10	gene	16716	9.3e-06	4	0.00060705	
14510	CRYGD	gene	16716	9.3e-06	3	0.00161091	
14511	FGFBP1	gene	16716	9.3e-06	3	0.00069364	
14512	CYP8B1	gene	16716	9.3e-06	2	0.00285356	
14513	OR52B2	gene	16715	9.3e-06	6	0.00052815	
14514	ZC3H12D	gene	16715	9.3e-06	2	0.00312698	
14515	ZNF382	gene	16715	9.3e-06	3	0.00090162	
14516	BORCS5	gene	16715	9.3e-06	4	0.00074194	
14517	CLK4	gene	16715	9.3e-06	4	0.00044073	
14518	PHTF2	gene	16714	9.3e-06	3	0.00044469	
14519	NPIPB6	gene	16713	9.3e-06	5	0.00045578	
14520	MCUB	gene	16713	9.3e-06	4	0.00049288	
14521	PIFO	gene	16713	9.3e-06	4	0.00040879	
14522	PCYOX1L	gene	16713	9.3e-06	4	0.00067867	
14523	B4GALT7	gene	16712	9.29e-06	3	0.00135849	
14524	CAPN10	gene	16712	9.29e-06	4	0.00059878	
14525	IFITM5	gene	16712	9.29e-06	4	0.00070698	
14526	CST9	gene	16712	9.29e-06	2	0.00119452	
14527	SPPL3	gene	16711	9.29e-06	4	0.00063144	
14528	GOLGA8G	gene	16711	9.29e-06	4	0.00048812	
14529	NKD2	gene	16711	9.29e-06	4	0.00045563	
14530	BOLL	gene	16710	9.29e-06	3	0.00092811	
14531	FAM153A	gene	16710	9.29e-06	3	0.00219062	
14532	ZCCHC2	gene	16710	9.29e-06	4	0.00038818	
14533	RNF19B	gene	16710	9.29e-06	6	0.00050728	
14534	TAS2R42	gene	16709	9.29e-06	4	0.00051065	
14535	NOX3	gene	16709	9.29e-06	2	0.00055971	
14536	MGAT1	gene	16709	9.29e-06	3	0.00153166	
14537	RBP3	gene	16709	9.29e-06	3	0.00090314	
14538	KLK11	gene	16709	9.29e-06	3	0.00095761	
14539	TMEM150A	gene	16708	9.29e-06	5	0.00039684	
14540	SLC35E3	gene	16708	9.29e-06	1	0.00136432	
14541	THAP12	gene	16708	9.29e-06	6	0.00039597	
14542	OPTC	gene	16708	9.29e-06	3	0.00073037	
14543	SAMD9	gene	16707	9.29e-06	3	0.00089536	
14544	CYLC2	gene	16707	9.29e-06	4	0.00081727	
14545	PCSK1	gene	16707	9.29e-06	3	0.00110675	
14546	H0Y626_HUMAN	gene	16707	9.29e-06	3	0.00033138	
14547	LZIC	gene	16707	9.29e-06	4	0.00052709	
14548	PRMT9	gene	16706	9.29e-06	4	0.00048307	
14549	RIMBP3	gene	16706	9.29e-06	4	0.00056499	
14550	WFIKKN2	gene	16706	9.29e-06	2	0.00143098	
14551	CPM	gene	16706	9.29e-06	4	0.00071028	
14552	MIF4GD	gene	16706	9.29e-06	4	0.00045491	
14553	RFX2	gene	16706	9.29e-06	3	0.0003832	
14554	PSD3	gene	16706	9.29e-06	5	0.00067973	
14555	DNPH1	gene	16705	9.29e-06	3	0.00055667	
14556	ROMO1	gene	16705	9.29e-06	5	0.00042194	
14557	MAP3K9	gene	16705	9.29e-06	3	0.00050868	
14558	RFX6	gene	16705	9.29e-06	3	0.00172346	
14559	TAC3	gene	16705	9.29e-06	1	0.00278461	
14560	C4orf3	gene	16704	9.29e-06	3	0.00056205	
14561	VWDE	gene	16704	9.29e-06	3	0.00051055	
14562	GPR32	gene	16703	9.29e-06	2	0.00142124	
14563	PRR14	gene	16703	9.29e-06	4	0.00091502	
14564	PRXL2B	gene	16703	9.29e-06	4	0.00047084	
14565	SLC22A8	gene	16703	9.29e-06	5	0.00063217	
14566	CCDC51	gene	16703	9.29e-06	4	0.00085307	
14567	FLACC1	gene	16703	9.29e-06	5	0.00067579	
14568	WHI-P154	drug	16703	9.29e-06	1	0.0018177	
14569	KRT3	gene	16703	9.29e-06	3	0.00070323	
14570	FUCA1	gene	16702	9.29e-06	4	0.00037226	
14571	ABHD16B	gene	16702	9.29e-06	2	0.00069029	
14572	GEN1	gene	16701	9.29e-06	2	0.00171727	
14573	TMED6	gene	16701	9.29e-06	4	0.00042167	
14574	Gemcitabine	drug	16701	9.29e-06	2	0.00038424	
14575	TBX22	gene	16701	9.29e-06	3	0.00036299	
14576	MARCHF9	gene	16700	9.29e-06	3	0.00076573	
14577	AMIGO3	gene	16700	9.29e-06	4	0.000385	
14578	FOXJ3	gene	16700	9.29e-06	3	0.00071808	
14579	C1orf21	gene	16700	9.29e-06	2	0.00039549	
14580	Alectinib	drug	16700	9.29e-06	1	0.00181715	
14581	SPINK5	gene	16699	9.29e-06	4	0.00060427	
14582	S1PR5	gene	16699	9.29e-06	1	0.00041488	
14583	TMC4	gene	16699	9.29e-06	4	0.0003984	
14584	GPATCH2L	gene	16699	9.29e-06	4	0.00037563	
14585	SPIRE1	gene	16698	9.29e-06	3	0.00128771	
14586	EGR3	gene	16698	9.29e-06	3	0.00031857	
14587	SMIM3	gene	16698	9.29e-06	4	0.00055899	
14588	NAPSA	gene	16698	9.29e-06	3	0.00066347	
14589	RARRES1	gene	16698	9.29e-06	6	0.0004783	
14590	EEF2KMT	gene	16697	9.29e-06	3	0.00077177	
14591	KLHL38	gene	16697	9.29e-06	1	0.00078685	
14592	KCNG1	gene	16697	9.29e-06	4	0.00032857	
14593	TMPRSS12	gene	16697	9.29e-06	3	0.00065694	
14594	GOLGA7B	gene	16697	9.29e-06	4	0.00065475	
14595	USP17L18	gene	16696	9.29e-06	1	0.00210955	
14596	SAPCD1	gene	16696	9.29e-06	3	0.0004939	
14597	MAGEA9	gene	16696	9.29e-06	5	0.00044949	
14598	PLVAP	gene	16695	9.29e-06	3	0.00036878	
14599	CZIB	gene	16695	9.29e-06	4	0.00056719	
14600	FAM227B	gene	16694	9.28e-06	3	0.00127187	
14601	IFNA17	gene	16694	9.28e-06	2	0.00034463	
14602	SUSD3	gene	16694	9.28e-06	3	0.00097703	
14603	HOXA3	gene	16693	9.28e-06	2	0.00134379	
14604	TRIM47	gene	16693	9.28e-06	4	0.00085729	
14605	RAD54L	gene	16693	9.28e-06	3	0.00060249	[PRAD target] HRR chromatin remodeler; RAD51 cofactor; altered in mCRPC; Drugs: PARP inhibitors (HRR deficiency context)
14606	PRKY	gene	16693	9.28e-06	5	0.00057014	
14607	NAB1	gene	16693	9.28e-06	4	0.00081	
14608	RTP2	gene	16693	9.28e-06	4	0.00074998	
14609	TMEM176B	gene	16692	9.28e-06	4	0.00051788	
14610	ALG1L	gene	16692	9.28e-06	4	0.00096662	
14611	E9PSI1_HUMAN	gene	16692	9.28e-06	6	0.00042908	
14612	SLC26A10	gene	16692	9.28e-06	5	0.0004972	
14613	PINX1	gene	16691	9.28e-06	3	0.00113522	
14614	SLC38A5	gene	16691	9.28e-06	3	0.0006488	
14615	CYREN	gene	16691	9.28e-06	3	0.00057026	
14616	CDAN1	gene	16690	9.28e-06	3	0.0011229	
14617	JADE3	gene	16690	9.28e-06	4	0.00081967	
14618	SLC7A10	gene	16689	9.28e-06	4	0.00055927	
14619	CEP295	gene	16689	9.28e-06	3	0.00078673	
14620	MYBPC2	gene	16689	9.28e-06	2	0.00109753	
14621	SFRP5	gene	16688	9.28e-06	3	0.00041615	
14622	TMA7	gene	16688	9.28e-06	3	0.00043024	
14623	C2CD2	gene	16688	9.28e-06	3	0.00091349	
14624	ENSP00000491651	gene	16688	9.28e-06	1	0.00549247	
14625	SLC45A4	gene	16688	9.28e-06	3	0.00050018	
14626	ETNK2	gene	16688	9.28e-06	2	0.00093771	
14627	NIPAL4	gene	16687	9.28e-06	2	0.00260856	
14628	PRF1	gene	16687	9.28e-06	2	0.00130512	
14629	TENT5B	gene	16687	9.28e-06	4	0.00049679	
14630	SLC6A19	gene	16686	9.28e-06	2	0.00060474	
14631	CBWD6	gene	16686	9.28e-06	3	0.00067589	
14632	OLIG3	gene	16686	9.28e-06	2	0.00091649	
14633	MYOZ1	gene	16686	9.28e-06	2	0.00078429	
14634	OAZ3	gene	16686	9.28e-06	4	0.00048366	
14635	SSC5D	gene	16685	9.28e-06	5	0.00054627	
14636	TAPT1	gene	16685	9.28e-06	4	0.00050629	
14637	GPC2	gene	16685	9.28e-06	3	0.00097976	
14638	MIGA2	gene	16685	9.28e-06	3	0.0006688	
14639	KRT24	gene	16684	9.28e-06	4	0.00046151	
14640	CDRT1	gene	16684	9.28e-06	3	0.00033138	
14641	AQP12A	gene	16684	9.28e-06	2	0.00209326	
14642	HEMGN	gene	16684	9.28e-06	4	0.00037601	
14643	TTYH1	gene	16683	9.28e-06	5	0.00074091	
14644	RAB37	gene	16683	9.28e-06	4	0.00054413	
14645	KBTBD13	gene	16683	9.28e-06	4	0.00039228	
14646	LIPK	gene	16683	9.28e-06	4	0.00036181	
14647	CCNI2	gene	16683	9.28e-06	3	0.00074722	
14648	SGMS1	gene	16683	9.28e-06	3	0.00066329	
14649	PPM1M	gene	16682	9.28e-06	3	0.00201919	
14650	SULT1A2	gene	16682	9.28e-06	2	0.00108488	
14651	ZNF77	gene	16682	9.28e-06	4	0.00046457	
14652	ZAN	gene	16681	9.28e-06	4	0.00033567	
14653	NTSR2	gene	16681	9.28e-06	2	0.00157629	
14654	ZBTB22	gene	16681	9.28e-06	3	0.00048555	
14655	NPY4R2	gene	16680	9.28e-06	1	0.00041488	
14656	FAM126A	gene	16680	9.28e-06	3	0.001067	
14657	NRBP2	gene	16680	9.28e-06	3	0.0009119	
14658	TEX9	gene	16680	9.28e-06	3	0.0024671	
14659	TRIM50	gene	16680	9.28e-06	3	0.00066431	
14660	LILRB5	gene	16679	9.28e-06	2	0.00121723	
14661	CD207	gene	16679	9.28e-06	4	0.00046398	
14662	C2orf50	gene	16679	9.28e-06	3	0.0011319	
14663	CYP4F8	gene	16679	9.28e-06	3	0.00101822	
14664	BSDC1	gene	16679	9.28e-06	3	0.00088668	
14665	CTXN1	gene	16679	9.28e-06	5	0.00046623	
14666	SYT16	gene	16679	9.28e-06	4	0.00057257	
14667	CNTFR	gene	16678	9.28e-06	3	0.00037324	
